Time S R 
2.644175 361 0 
2.644782 360 0 
2.65632 361 0 
2.65675 362 0 
2.660825 361 0 
2.662062 362 0 
2.664552 363 0 
2.665188 362 0 
2.666605 363 0 
2.668438 364 0 
2.668915 363 0 
2.669866 364 0 
2.673343 365 0 
2.673449 366 0 
2.680887 367 0 
2.682088 366 0 
2.683221 367 0 
2.685274 368 0 
2.695806 367 0 
2.697054 366 0 
2.699578 367 0 
2.70008 368 0 
2.701936 367 0 
2.70264 368 0 
2.705366 369 0 
2.70822 370 0 
2.710233 371 0 
2.712375 370 0 
2.712549 371 0 
2.712844 372 0 
2.715035 373 0 
2.717373 374 0 
2.717727 375 0 
2.719493 376 0 
2.721702 377 0 
2.724258 376 0 
2.72565 377 0 
2.727466 378 0 
2.728611 379 0 
2.729196 378 0 
2.729247 379 0 
2.729731 378 0 
2.731834 379 0 
2.732911 380 0 
2.733073 379 0 
2.735429 378 0 
2.737867 377 0 
2.740727 378 0 
2.741849 379 0 
2.744523 380 0 
2.745817 381 0 
2.745865 382 0 
2.74676 383 0 
2.748834 384 0 
2.751399 385 0 
2.756684 384 0 
2.757884 385 0 
2.759166 384 0 
2.75918 385 0 
2.759955 386 0 
2.760713 387 0 
2.765637 388 0 
2.767586 389 0 
2.77017 390 0 
2.770932 391 0 
2.774428 390 0 
2.774655 391 0 
2.774683 390 0 
2.774764 391 0 
2.781381 392 0 
2.782117 393 0 
2.782606 392 0 
2.786459 393 0 
2.790064 394 0 
2.790925 395 0 
2.793305 396 0 
2.794417 397 0 
2.795409 398 0 
2.797074 397 0 
2.798565 398 0 
2.800856 399 0 
2.801223 398 0 
2.801549 397 0 
2.803399 398 0 
2.80659 399 0 
2.809711 398 0 
2.810803 399 0 
2.81303 400 0 
2.817713 399 0 
2.818935 400 0 
2.822814 399 0 
2.823414 398 0 
2.823785 399 0 
2.823934 398 0 
2.824354 397 0 
2.829479 398 0 
2.829736 399 0 
2.83191 400 0 
2.835386 399 0 
2.837306 398 0 
2.840651 397 0 
2.851131 398 0 
2.851703 399 0 
2.85276 400 0 
2.852828 399 0 
2.853279 400 0 
2.863352 401 0 
2.866114 400 0 
2.867312 399 0 
2.868249 400 0 
2.87029 401 0 
2.871447 402 0 
2.872072 401 0 
2.873496 402 0 
2.873528 403 0 
2.873576 404 0 
2.875264 403 0 
2.875896 402 0 
2.878056 401 0 
2.880234 400 0 
2.880514 401 0 
2.880862 402 0 
2.881259 403 0 
2.881458 402 0 
2.883973 403 0 
2.885556 404 0 
2.886045 403 0 
2.891814 402 0 
2.892127 403 0 
2.899525 402 0 
2.902246 403 0 
2.903507 402 0 
2.904961 403 0 
2.905865 404 0 
2.91044 405 0 
2.910674 404 0 
2.916702 405 0 
2.918582 406 0 
2.923321 407 0 
2.924294 408 0 
